order_id,item_price,quantity,item_name,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
ORDER240,4,2,Macaron,10/8/2023 6:10,Ap #869-8891 Magna. Avenue,,Bowling Green,98554,TRUE
ORDER241,4,3,Macaron,1/1/2023 1:01,728-2418 Aptent Street,,Lafayette,83743,FALSE
ORDER242,10,3,Cheese Toast,2/1/2023 4:02,"P.O. Box 629, 3233 Lorem Rd.",,South Burlington,87214,TRUE
ORDER243,10,3,Jam Toast,12/1/2023 20:12,Ap #475-3048 Quam Avenue,,Gulfport,69470,TRUE
ORDER244,13,4,Strawberry,6/1/2023 11:06,Ap #291-3018 Donec Ave,,Broken Arrow,51735,TRUE
ORDER245,13,5,Strawberry,8/1/2023 10:08,Ap #181-3403 Lectus St.,Ap #674-6209 Lorem. St.,Birmingham,24878,TRUE
ORDER246,13,2,Strawberry,4/11/2023 16:04,"918-5376 Ornare, St.",,Tulsa,86702,TRUE
ORDER247,7,2,Cakes,8/1/2023 0:08,Ap #157-2218 Ultricies Road,,Stamford,91182,TRUE
ORDER248,7,4,Cakes,5/1/2023 14:05,650-9638 Viverra. St.,,Columbia,69744,TRUE
ORDER249,7,3,Cakes,3/1/2023 9:03,"662-9890 Mi, Street",,Bellevue,17435,TRUE
ORDER250,13,2,Ham Toast,1/1/2023 23:01,Ap #776-331 Dui. Avenue,,Annapolis,29283,TRUE
ORDER251,12,5,Avocados,1/2/2023 6:01,1761 Suspendisse Road,,Idaho Falls,66740,TRUE
ORDER252,12,3,Avocados,10/7/2023 18:10,Ap #879-1462 Rutrum St.,,Boise,62822,TRUE
ORDER253,10,1,Jam Toast,12/1/2023 5:12,"P.O. Box 789, 302 Pharetra. Road",,Atlanta,73518,TRUE
ORDER254,10,5,Jam Toast,10/11/2023 1:10,"P.O. Box 766, 1544 Lacinia St.",,Norfolk,93593,TRUE
ORDER255,12,1,Avocados,12/1/2023 23:12,129-4162 Lectus Rd.,,San Diego,61168,TRUE
ORDER256,7,2,Milk Tea,9/1/2023 15:09,854-7206 Sed Road,,Jefferson City,58576,TRUE
ORDER257,7,2,Cafe Latte,1/1/2023 6:01,1081 Luctus Avenue,,Fresno,42762,FALSE
ORDER258,7,1,Milk Tea,6/4/2023 22:06,Ap #971-369 Sapien. St.,,Gary,94823,TRUE
ORDER259,5,4,Chocolate,9/1/2023 20:09,Ap #872-9900 Amet Avenue,,Detroit,77121,FALSE
ORDER260,7,1,Flat White,7/1/2023 15:07,"P.O. Box 387, 1010 Ac, Street",,Iowa City,45523,FALSE
ORDER261,7,3,Cappuccino,8/1/2023 8:08,"P.O. Box 756, 8554 Tempor St.",,Richmond,90122,TRUE
ORDER262,8,2,Mocha,5/1/2023 5:05,425-2500 Duis Av.,,Grand Island,58870,FALSE
ORDER263,4,1,Macaron,8/1/2023 1:08,7473 Nascetur Rd.,,Knoxville,64477,TRUE
ORDER264,10,5,Cheese Toast,10/2/2023 10:10,745-3799 Eu Rd.,,Columbia,12196,TRUE
ORDER265,10,1,Jam Toast,4/1/2023 18:04,720-3445 Gravida Avenue,,Gulfport,57139,TRUE
ORDER266,13,1,Strawberry,4/11/2023 20:04,"Ap #966-5843 Tincidunt, St.",,Miami,85872,TRUE
ORDER267,13,5,Strawberry,7/1/2023 12:07,357-823 Sem Av.,,San Diego,23861,TRUE
ORDER268,13,1,Strawberry,11/1/2023 2:11,702-6022 A Road,,Broken Arrow,65128,TRUE
ORDER269,7,3,Cakes,10/11/2023 22:10,"P.O. Box 698, 4924 Erat Rd.",,Des Moines,36503,TRUE
ORDER270,7,1,Cakes,3/1/2023 8:03,"P.O. Box 317, 2394 Penatibus Street",,Naperville,29686,TRUE
ORDER271,7,4,Cakes,3/5/2023 11:03,880-6121 Sed St.,,Los Angeles,91324,TRUE
ORDER272,13,3,Ham Toast,9/1/2023 16:09,"P.O. Box 274, 2596 Purus. Ave",,Kansas City,72495,TRUE
ORDER273,12,2,Avocados,7/1/2023 1:07,446-8199 Vehicula Road,,Duluth,12157,TRUE
ORDER274,12,5,Avocados,2/12/2023 9:02,627-7109 Ut St.,,Montpelier,38217,TRUE
ORDER275,10,4,Jam Toast,9/4/2023 18:09,583-7878 Sem Rd.,,Honolulu,75221,TRUE
ORDER276,10,1,Jam Toast,7/6/2023 6:07,220-9360 Nulla Rd.,,Bloomington,41276,FALSE
ORDER277,12,4,Avocados,8/1/2023 21:08,Ap #900-9344 Dui. Rd.,,Helena,71668,TRUE
ORDER278,7,4,Milk Tea,4/1/2023 4:04,"P.O. Box 995, 1860 Arcu Ave",,Harrisburg,85652,FALSE
ORDER279,7,4,Cafe Latte,5/1/2023 16:05,"316-6119 Eu, Rd.",,Omaha,15882,TRUE
ORDER280,7,2,Milk Tea,9/1/2023 9:09,Ap #141-9156 Semper St.,,Grand Island,35251,FALSE
ORDER281,5,3,Chocolate,4/1/2023 11:04,466-5713 Neque. Ave,,Iowa City,35393,TRUE
ORDER282,7,1,Flat White,3/9/2023 2:03,519-3091 Quam. Ave,,Rochester,47318,TRUE
ORDER283,7,5,Cappuccino,10/1/2023 8:10,180-1067 Nec Avenue,,Fort Smith,77742,TRUE
ORDER284,8,1,Mocha,1/1/2023 17:01,Ap #514-7855 Nunc St.,,Oklahoma City,36863,TRUE
ORDER285,13,2,Strawberry,9/1/2023 4:09,Ap #916-7918 Vitae St.,,Columbus,83533,TRUE
ORDER286,13,4,Strawberry,7/1/2023 11:07,6049 Ut St.,,Sterling Heights,36288,TRUE
ORDER287,13,1,Strawberry,7/1/2023 15:07,"Ap #821-889 Eu, Av.",,Vancouver,17365,TRUE
ORDER288,7,3,Cakes,5/1/2023 18:05,Ap #633-5375 Vestibulum Street,,Norfolk,20294,TRUE
ORDER289,7,4,Cakes,9/4/2023 15:09,"P.O. Box 165, 5421 Libero. Av.",,Akron,63265,TRUE
ORDER290,7,3,Cakes,7/1/2023 15:07,Ap #377-4016 Mi Rd.,,Portland,42375,TRUE
ORDER291,13,4,Ham Toast,6/1/2023 11:06,"P.O. Box 224, 9743 Vitae Rd.",,Sterling Heights,58594,TRUE
ORDER292,12,2,Avocados,2/8/2023 20:02,8497 Dictum Ave,,Bridgeport,47149,TRUE
ORDER293,12,5,Avocados,7/1/2023 2:07,"Ap #715-993 Eu, Rd.",,Cheyenne,36601,TRUE
ORDER294,10,5,Jam Toast,2/1/2023 4:02,Ap #765-8665 A St.,,Portland,64745,TRUE
ORDER295,10,2,Jam Toast,1/4/2023 0:01,828-4110 Commodo Avenue,,Chesapeake,12214,TRUE
ORDER296,12,2,Avocados,12/11/2023 12:12,832-7102 Convallis St.,,Gulfport,95430,FALSE
ORDER297,7,3,Milk Tea,5/8/2023 2:05,Ap #341-5699 Nunc Road,,Tuscaloosa,84241,TRUE
ORDER298,7,4,Cafe Latte,1/1/2023 23:01,8915 Vitae Av.,,Kapolei,16285,TRUE
ORDER299,7,3,Milk Tea,6/10/2023 1:06,447-8737 Libero Road,,Bear,97813,TRUE
ORDER300,5,1,Chocolate,11/1/2023 21:11,339-6435 Vel Street,,Nashville,85746,TRUE
